id,name,rent_median,percent_change,value,2012,2013,2014,2015,2016
09779,Donau-Ries,6.95,27.8,32,5.4325,5.9975,6.1275,6.28,6.945
09780,Oberallgäu,7.38,20.9,22,6.1,6.425,6.5825,6.845,7.3775
10041,Regionalverband Saarbrücken,6.53,13.1,21,5.77,5.995,6.0,6.0775,6.525
10042,Merzig-Wadern,6.55,19.5,21,5.485,5.8,5.8325,5.825,6.5525
10043,Neunkirchen,5.53,12.6,21,4.91,4.91,5.045,5.275,5.5275
10044,Saarlouis,6.2,14.3,21,5.425,5.5525,5.6375,5.9925,6.2025
10045,Saarpfalz-Kreis,6.28,14.8,21,5.47,5.59,5.7825,6.025,6.2775
10046,St. Wendel,5.65,11.8,21,5.0575,5.2825,5.0475,5.44,5.6525
11000,Berlin,9.29,27.8,32,7.2675,7.975,8.3775,8.7175,9.285
12051,Brandenburg an der Havel,5.5,11.3,21,4.9375,5.025,5.125,5.2375,5.495
12052,Cottbus,5.33,6.9,11,4.9875,5.015,5.26,5.2325,5.3325
12053,Frankfurt (Oder),5.46,-0.7,11,5.5,5.38,5.325,5.45,5.4625
12054,Potsdam,9.56,16.9,22,8.1775,8.5175,8.6775,9.0425,9.5575
12060,Barnim,6.07,3.6,11,5.8625,5.8225,5.9725,6.0225,6.0725
12061,Dahme-Spreewald,7.37,18.7,22,6.205,6.275,6.405,6.7275,7.3675
12062,Elbe-Elster,4.83,5.9,11,4.56,4.685,4.63,4.7425,4.8275
12063,Havelland,6.32,12.0,21,5.6375,5.82,5.86,5.925,6.315
12064,Märkisch-Oderland,6.07,8.5,11,5.595,5.715,5.97,5.8075,6.0725
12065,Oberhavel,7.29,18.8,22,6.135,6.4375,6.655,6.865,7.2875
12066,Oberspreewald-Lausitz,5.04,3.1,11,4.885,4.97,5.0375,5.0525,5.0375
12067,Oder-Spree,6.1,3.0,11,5.9225,5.765,6.0,6.035,6.1025
12068,Ostprignitz-Ruppin,5.17,14.7,21,4.51,4.505,4.71,4.8675,5.175
12069,Potsdam-Mittelmark,7.4,12.1,22,6.6025,6.6425,7.0225,7.34,7.4025
12070,Prignitz,4.86,7.5,11,4.5175,4.5475,4.625,4.725,4.8575
12071,Spree-Neiße,4.82,5.2,11,4.5775,4.535,4.7075,4.525,4.8175
12072,Teltow-Fläming,5.84,12.4,21,5.1925,5.4075,5.6075,5.6275,5.8375
12073,Uckermark,5.09,-0.4,11,5.1075,5.0425,4.985,4.9775,5.0875
13003,Rostock,6.21,4.9,11,5.915,5.9375,5.99,6.09,6.205
13004,Schwerin,5.99,1.9,11,5.875,5.99,6.0025,5.93,5.9875
13071,Mecklenburgische Seenplatte,5.11,5.2,11,4.86,4.93,5.005,5.0275,5.1125
13072,Rostock,5.74,1.1,11,5.67,5.6225,5.525,5.5575,5.735
13073,Vorpommern-Rügen,6.04,0.8,11,5.99,6.005,6.0,6.01,6.04
13074,Nordwestmecklenburg,5.93,7.1,11,5.535,5.5225,5.515,5.65,5.93
13075,Vorpommern-Greifswald,6.51,2.9,11,6.325,6.465,6.5975,6.5325,6.51
13076,Ludwigslust-Parchim,5.14,3.2,11,4.98,5.06,5.0625,5.155,5.14
14511,Chemnitz,5.0,4.6,11,4.78,4.8825,4.9675,5.0,5.0
14521,Erzgebirgskreis,4.75,4.2,11,4.555,4.6,4.6075,4.6675,4.7475
14522,Mittelsachsen,5.0,4.3,11,4.79,4.78,4.8225,4.92,4.995
14523,Vogtlandkreis,4.39,6.9,11,4.11,4.205,4.25,4.3025,4.3925
14524,Zwickau,4.94,4.9,11,4.7125,4.815,4.835,4.83,4.9425
14612,Dresden,7.18,16.9,22,6.1375,6.515,6.785,6.9625,7.1775
14625,Bautzen,5.08,1.8,11,4.99,5.005,5.035,5.0525,5.08
14626,Görlitz,4.52,4.4,11,4.3325,4.3675,4.4125,4.5,4.5225
14627,Meißen,5.26,4.6,11,5.03,5.025,5.14,5.17,5.26
14628,Sächsische Schweiz-Osterzgebirge,5.51,9.2,11,5.045,5.14,5.32,5.4675,5.5075
14713,Leipzig,6.04,21.9,21,4.955,5.09,5.29,5.6675,6.0425
14729,Leipzig,5.01,2.3,11,4.9,4.9825,4.9375,4.995,5.0125
14730,Nordsachsen,5.0,3.6,11,4.8275,4.89,4.9975,4.9825,5.0
15001,Dessau-Roßlau,5.33,6.5,11,5.0,5.165,5.29,5.2775,5.3275
15002,Halle (Saale),5.75,10.1,21,5.2275,5.3225,5.5225,5.58,5.755
15003,Magdeburg,5.59,11.6,21,5.01,5.12,5.3075,5.465,5.59
15081,Altmarkkreis Salzwedel,4.62,5.1,11,4.395,4.4825,4.4625,4.545,4.62
15082,Anhalt-Bitterfeld,5.17,4.1,11,4.9725,4.96,5.015,5.0575,5.175
15083,Börde,5.0,8.3,11,4.62,4.7375,4.8375,4.855,5.0025
15084,Burgenlandkreis,4.89,6.9,11,4.575,4.6175,4.75,4.82,4.89
15085,Harz,5.01,6.8,11,4.69,4.775,4.975,5.0025,5.0075
15086,Jerichower Land,4.99,6.6,11,4.6825,4.6,4.83,4.9625,4.9925
15087,Mansfeld-Südharz,5.0,9.3,11,4.5725,4.6825,4.7825,4.91,5.0
15088,Saalekreis,5.12,3.8,11,4.9275,4.985,4.9975,5.0,5.115
15089,Salzlandkreis,4.85,6.8,11,4.54,4.6325,4.695,4.7125,4.85
15090,Stendal,4.96,8.1,11,4.595,4.8025,4.8575,4.8525,4.965
15091,Wittenberg,4.93,7.3,11,4.5925,4.665,4.7475,4.825,4.9275
16051,Erfurt,6.94,12.2,22,6.1825,6.43,6.495,6.625,6.9375
16052,Gera,4.85,5.2,11,4.61,4.6525,4.72,4.7275,4.8475
16053,Jena,8.3,-1.2,12,8.405,8.48,8.4475,8.3125,8.305
16054,Suhl,5.42,4.9,11,5.1675,5.3175,5.3325,5.28,5.4225
16055,Weimar,6.92,6.7,12,6.48,6.665,6.72,6.84,6.915
16056,Eisenach,5.69,11.5,21,5.1025,5.34,5.4325,5.5375,5.6875
16061,Eichsfeld,5.03,6.2,11,4.73,5.255,4.9975,5.0,5.025
16062,Nordhausen,5.08,5.9,11,4.8025,4.8675,5.0275,5.15,5.085
16063,Wartburgkreis,5.07,4.0,11,4.8725,4.98,4.97,5.025,5.0675
16064,Unstrut-Hainich-Kreis,5.02,2.7,11,4.89,4.9825,5.0,5.0,5.02
16065,Kyffhäuserkreis,4.9,3.2,11,4.7475,4.745,4.9075,4.895,4.8975
16066,Schmalkalden-Meiningen,5.32,6.2,11,5.0025,5.09,5.165,5.1775,5.315
16067,Gotha,5.37,7.4,11,5.0,5.0,5.0425,5.165,5.37
16068,Sömmerda,5.2,7.1,11,4.8575,4.8125,4.95,5.1275,5.2
16069,Hildburghausen,5.3,6.7,11,4.97,4.9,5.0275,5.1325,5.3025
16070,Ilm-Kreis,5.92,13.0,21,5.2325,5.4475,5.5325,5.68,5.915
16071,Weimarer Land,5.55,10.5,21,5.0225,5.0575,5.1675,5.3825,5.5475
16072,Sonneberg,5.18,8.0,11,4.795,4.855,4.935,5.05,5.1775
16073,Saalfeld-Rudolstadt,5.34,4.6,11,5.105,5.2275,5.3675,5.2575,5.3375
16074,Saale-Holzland-Kreis,5.38,8.0,11,4.985,5.205,5.4175,5.1725,5.385
16075,Saale-Orla-Kreis,5.28,5.9,11,4.9875,4.9725,5.055,5.1525,5.2825
16076,Greiz,4.61,2.4,11,4.5,4.5025,4.505,4.54,4.61
16077,Altenburger Land,4.9,6.7,11,4.595,4.6775,4.78,4.8025,4.9025
